event_index,relative_day,seconds_since_previous,hour_utc,weekday_utc,video_id,track_title,channel_name,in_music_library
299,426,123,13,Thursday,rVHnfYAACgA,Your Obituary,1791,False
300,426,2286,14,Thursday,s1F7CVT0I7E,010 (edit),Lexcorp,False
301,432,462104,22,Tuesday,jmEyZ_94NBw,intro by c418 except it's kind of sad and very nostalgic,AquaSkye,False
302,432,324,22,Tuesday,b-ZXlg1KXwE,"nevermind, everything's ok (slowed + reverb)",drown in fog,False
303,432,684,22,Tuesday,3kty7MwCGk8,Hide - Dorian Concept (Slowed x Reverbed),DarkFantasyZonor,False
304,432,240,22,Tuesday,H-SLiGbn3aM,01 Main Theme [Official Mouthwashing OST],Wrong Organ,False
305,432,77,22,Tuesday,KM5wyYc5qBA,jacal - streetlights (guitar playthrough),jacal,False
306,432,167,22,Tuesday,S2NCo3k_RdU,Sunday Scaries - Flawed Mangoes (slowed),Spongmud,False
307,432,184,22,Tuesday,_CtaTTDaDeY,"Lonely Lies, GOLDKID$ - Interlinked (Ultra Slowed Audio)",GOLDKID$,False
308,432,257,22,Tuesday,6NG0Lg_i-Kw,antent - hope to see you again (super slowed),Antent,False
309,432,221,22,Tuesday,aNM1AyztRrQ,piedkies - morning mist,dreamscape,False
310,432,216,23,Tuesday,xqp4gNT410s,liminalyx - cold loneliness,dreamscape,False
311,432,198,23,Tuesday,OTE7a8JVBws,aphex twin - #3 (slowed + reverb),altered vibes,False
312,432,2128,23,Tuesday,3wj2FT4qzsM,dream pad edit,Lexcorp,False
313,432,92,23,Tuesday,uPp2n5cFC68,alvedon - retire (final) (slowed + reverb),drown in fog,False
314,432,439,23,Tuesday,FfQoshkVChk,𝒀𝒗𝒆𝒔 𝑻𝒖𝒎𝒐𝒓 • 𝑳𝒊𝒎𝒆𝒓𝒆𝒏𝒄𝒆 • 𝑨𝒏𝒈𝒆𝒍𝒊𝒄 𝑽𝒆𝒓𝒔𝒊𝒐𝒏,Aesela,False
315,432,232,23,Tuesday,IJs81BcpvFY,HOME | resonance (432 hz) (slowed + reverb),A D R I F T,False
316,432,15863,4,Wednesday,n7YSG0AV5iI,Just chill bro...,darkbutgoodambient,False
317,432,1005,4,Wednesday,q86g1aop6a8,Aphex Twin - Stone In Focus,Jack Assir,False
318,432,612,4,Wednesday,50UKqoiqf3k,retire (final) but youre in a liminal space,rxosy music,False
319,432,272,4,Wednesday,_7breslx57I,øneheart x reidenshi - snowfall | Slowed Down,Stretched Harmonics,False
320,432,773,5,Wednesday,BL6W-1nd0p8,Medasin - magic (slideshow version),FishCake,False
321,432,242,5,Wednesday,-RO4OChykaA,blut own - drifting,dreamscape,False
322,432,201,5,Wednesday,Z9iThNdZpKY,Cry - Cigarettes after sex (slowed + rain),Syukouso,False
323,432,279,5,Wednesday,_th4DLbatDM,C418 - Subwoofer Lullaby (slowed + reverb),Price,False
324,432,307,5,Wednesday,GMY8w08VEM0,flatsound | a dream,flatsound,False
325,432,170,5,Wednesday,nTDvnuqSNXI,aphex twin - stone in focus (slowed + reverb),vermont,False
326,432,767,5,Wednesday,BgBNLX_3afs,lonnex - losing,dreamscape,False
327,432,359,5,Wednesday,5m4QzyIXSPM,hozuki - snowfield,dreamscape,False
328,432,230,5,Wednesday,vjIG3UZza2k,"""I dont sleep well anymore"" Present",Toobles,False
329,432,147,5,Wednesday,lEfp82abauA,PASTEL GHOST - DARK BEACH (slowed),Alex practice,False
330,432,308,5,Wednesday,Yxn9x3f8Rhs,Minari - Jacob and the Stone Extended,Soulful Music,False
331,433,52667,20,Wednesday,s1F7CVT0I7E,010 (edit),Lexcorp,False
332,433,91,20,Wednesday,3wj2FT4qzsM,dream pad edit,Lexcorp,False
333,433,91,20,Wednesday,4BzWL4pHm78,American Palace,Lexcorp,False
334,433,128,20,Wednesday,M4eQ1F3jBa8,1700,Lexcorp,False
335,433,124,20,Wednesday,D0vWiR9RD6w,Track 6,Lexcorp,False
336,433,160,20,Wednesday,8cQB1hlfDRk,Track 7,Lexcorp,False
337,433,115,20,Wednesday,eERxMmksUDY,Track 8,Lexcorp,False
338,433,124,20,Wednesday,3tJ_PV_9ETo,Track 10,Lexcorp,False
339,433,2321,21,Wednesday,q86g1aop6a8,Aphex Twin - Stone In Focus,Jack Assir,False
340,433,1955,21,Wednesday,p0UTjSiXNp0,Quiet and Falling,Lena Raine - Topic,True
341,433,228,21,Wednesday,rVHnfYAACgA,Your Obituary,1791,False
342,433,2754,22,Wednesday,uNCGM7FJ8wQ,Alpha,Daniel Rosenfeld - Topic,True
343,433,603,22,Wednesday,k79dMVVmvA8,Comforting Memories,Kumi Tanioka - Topic,False
344,433,34,22,Wednesday,K7d3Np73nHw,salvia path - dream (doomer) 1 hour loop,روح,False
345,433,3630,23,Wednesday,mkXACLmtUo0,Flawed Mangoes - Missing Pieces (Visualizer),Flawed Mangoes,False
346,433,202,23,Wednesday,bErro3V93ok,Men I Trust - I Hope To Be Around (live),Men I Trust,False
347,433,208,0,Thursday,Nsv07AuY9k0,Radiohead - Everything In Its Right Place (slowed instrumental),picture.,False
348,433,347,0,Thursday,xnhXGNASzck,faye webster - i know you (slowed & reverb) [with lyrics],lustry.,False
349,433,352,0,Thursday,sk9XK3eMR6Y,in my restless dreams,666ep ♪,False
350,433,62,0,Thursday,RhAUL-uQTCs,tiredminds - how to never stop being sad (instrumental) [slowed + reverb],tiredminds,False
351,433,167,0,Thursday,yHRXlD2-khk,not that i’m anywhere - cities aviv (instrumental loop) [slowed],spedupsl0w3d ☆,False
352,433,5,0,Thursday,-7nfEMjaM1M,Bedroom - In My Head (Official Audio),Bedroom,False
353,433,4,0,Thursday,RUmasKuqag0,Strawberry Guy - F Song,David Dean Burkhart,False
354,433,226,0,Thursday,wMR4jLlTw0c,Yves Tumor - Limerence (instrumental + slowed),ikodary,False
355,433,185,0,Thursday,n02bFu73ez8,daniel.mp3 - green to blue,Somber Sounds,False
356,433,190,0,Thursday,MKYY0IlTMw4,Slowdive - When the Sun Hits (Audio),SlowdiveVEVO,False
357,433,290,0,Thursday,ETkLGGxMEgU,nuages - closer (slowed down),dreamscape,False
358,433,372,0,Thursday,13I5KSMPLzc,https://music.youtube.com/watch?v=13I5KSMPLzc,,False
359,433,134,0,Thursday,sB90i8fc3nw,Current Joys - Fear,Stumble on Tapes,False
360,433,241,0,Thursday,Uj-uJdUM7Gw,not allowed tv girl (slowed instrumental),3xclusive0x,False
361,433,199,0,Thursday,Ji3HV8VT7Cs,"bonjr, .diedlonely - limerence",dreamscape,False
362,433,168,0,Thursday,cBXlbRbKwf4,C418 - Aria Math slowed down + reverb,Rekordea,False
363,433,604,1,Thursday,Kz4hXntxfWs,tiredminds - retire (final) [slowed + reverb],tiredminds,False
364,433,228,1,Thursday,3XqqkrJENB4,Cry - Cigarettes After Sex,Cigarettes After Sex,False
365,433,257,1,Thursday,4w59OhKY-A0,tiredminds - not my responsibility (instrumental) [slowed + reverb],tiredminds,False
366,433,218,1,Thursday,3G96kSeHoOg,Home - Resonance (Midwest Emo Version) [Slowed + Reverb],jacal,False
367,433,246,1,Thursday,dIt_eQCdYvM,yves tumor - limerence (instrumental + slowed),mvym,False
368,433,294,1,Thursday,Kb-PTIsdvXU,Arcade Fire Dimensions Slowed and Reverb.,GodSpeed,False
369,433,430,1,Thursday,1eVWVXJVyi0,willix - my little winter,dreamscape,False
370,433,185,1,Thursday,za1-xOP6ml8,aphrodite's help 🏛️ ❥,lâl ୨୧,False
371,433,197,1,Thursday,WJdqqVLdS8g,resonance - home [ultra slowed + reverb],spedupsl0w3d ☆,False
372,433,293,1,Thursday,t8WUGU5-a68,julie doiron - august 10 (slowed&reverb),ame 雨の中,False
373,433,219,1,Thursday,Y4XZHqJjxF8,Yume 2kki OST - Midnight Manor (Extended),Borby,False
374,433,641,1,Thursday,cvDvLP0EDy4,"Thorfinn ""Im empty"" x medasin - magic (slowed + reverb)",Diamond lion Pitcher,False
375,433,437,2,Thursday,iTCL8NJRkk4,how to never stop being sad - instrumental,jilly,False
376,433,174,2,Thursday,2nhqTZ89TN4,"leave - whirr   slowed, muffled, low quality",High With Phoenix,False
377,433,273,2,Thursday,yIMSQPvhTWE,duster - familiar fields (official video),duster,False
378,434,80122,0,Friday,q86g1aop6a8,Aphex Twin - Stone In Focus,Jack Assir,False
379,434,359,0,Friday,EPMSImeIeNY,#19,Aphex Twin - Topic,False
380,434,615,0,Friday,3tJ_PV_9ETo,Track 10,Lexcorp,False
381,434,123,0,Friday,3wj2FT4qzsM,dream pad edit,Lexcorp,False
382,434,91,0,Friday,4BzWL4pHm78,American Palace,Lexcorp,False
383,434,128,0,Friday,D0vWiR9RD6w,Track 6,Lexcorp,False
384,434,2393,1,Friday,rVHnfYAACgA,Your Obituary,1791,False
385,434,156,1,Friday,p0UTjSiXNp0,Quiet and Falling,Lena Raine - Topic,True
386,434,448,1,Friday,s1F7CVT0I7E,010 (edit),Lexcorp,False
387,434,91,1,Friday,M4eQ1F3jBa8,1700,Lexcorp,False
388,434,125,1,Friday,eERxMmksUDY,Track 8,Lexcorp,False
389,434,124,1,Friday,8cQB1hlfDRk,Track 7,Lexcorp,False
390,434,115,1,Friday,uPp2n5cFC68,alvedon - retire (final) (slowed + reverb),drown in fog,False
391,434,440,1,Friday,Nsv07AuY9k0,Radiohead - Everything In Its Right Place (slowed instrumental),picture.,False
392,434,9498,4,Friday,Kb-PTIsdvXU,Arcade Fire Dimensions Slowed and Reverb.,GodSpeed,False
393,434,4899,5,Friday,Kb-PTIsdvXU,Arcade Fire Dimensions Slowed and Reverb.,GodSpeed,False
394,434,333,5,Friday,bUMS8Ut9ybA,Zelda: Ocarina of Time Piano Medley (Extended) Nostalgia Edition,Erik C 'Piano Man',False
395,434,569,6,Friday,XIvLHjAm7N0,Vacations - On Your Own,VACATIONS,False
396,434,237,6,Friday,1b3gJbGtfGY,Vacations - Moving Out,VACATIONS,False
397,434,200,6,Friday,3moMHMhiq7c,The Marías - Ruthless,The Marías,False
398,434,250,6,Friday,zdfjCivNxGY,Beach Fossils - Down the Line (Official Video),BeachFossilsVEVO,False
399,434,158,6,Friday,p5bQFj6z5fo,Wallows - It's Only Right (Official Audio),Wallows,False
400,435,68421,1,Saturday,3tJ_PV_9ETo,Track 10,Lexcorp,False
401,435,123,1,Saturday,rVHnfYAACgA,Your Obituary,1791,False
402,435,156,1,Saturday,8cQB1hlfDRk,Track 7,Lexcorp,False
403,435,114,1,Saturday,Nsv07AuY9k0,Radiohead - Everything In Its Right Place (slowed instrumental),picture.,False
404,435,347,1,Saturday,s1F7CVT0I7E,010 (edit),Lexcorp,False
405,435,91,1,Saturday,p0UTjSiXNp0,Quiet and Falling,Lena Raine - Topic,True
406,435,448,1,Saturday,EPMSImeIeNY,#19,Aphex Twin - Topic,False
407,435,615,1,Saturday,D0vWiR9RD6w,Track 6,Lexcorp,False
408,435,161,1,Saturday,eERxMmksUDY,Track 8,Lexcorp,False
409,435,123,1,Saturday,3wj2FT4qzsM,dream pad edit,Lexcorp,False
410,435,91,1,Saturday,4BzWL4pHm78,American Palace,Lexcorp,False
411,435,128,2,Saturday,M4eQ1F3jBa8,1700,Lexcorp,False
412,435,125,2,Saturday,uPp2n5cFC68,alvedon - retire (final) (slowed + reverb),drown in fog,False
413,436,85959,1,Sunday,bErro3V93ok,Men I Trust - I Hope To Be Around (live),Men I Trust,False
414,436,210,1,Sunday,7K1WVFL8_oU,Men I Trust - Lucky Sue,Men I Trust,False
415,436,224,2,Sunday,CsOLDl6ZSpQ,The Marías - Talk to Her (Official Audio),The Marías,False
416,436,289,2,Sunday,WNR_xrXJpWo,hisohkah - school rooftop,1171dominoV2,False
417,436,1866,2,Sunday,3wj2FT4qzsM,dream pad edit,Lexcorp,False
418,436,1027,2,Sunday,s1F7CVT0I7E,010 (edit),Lexcorp,False
419,436,8,2,Sunday,4BzWL4pHm78,American Palace,Lexcorp,False
420,436,18,2,Sunday,M4eQ1F3jBa8,1700,Lexcorp,False
421,436,25,2,Sunday,D0vWiR9RD6w,Track 6,Lexcorp,False
422,436,2,2,Sunday,8cQB1hlfDRk,Track 7,Lexcorp,False
423,436,115,2,Sunday,eERxMmksUDY,Track 8,Lexcorp,False
424,436,124,3,Sunday,3tJ_PV_9ETo,Track 10,Lexcorp,False
425,436,122,3,Sunday,rVHnfYAACgA,Your Obituary,1791,False
426,436,373,3,Sunday,q86g1aop6a8,Aphex Twin - Stone In Focus,Jack Assir,False
427,436,611,3,Sunday,p0UTjSiXNp0,Quiet and Falling,Lena Raine - Topic,True
428,436,448,3,Sunday,uPp2n5cFC68,alvedon - retire (final) (slowed + reverb),drown in fog,False
429,436,440,3,Sunday,Nsv07AuY9k0,Radiohead - Everything In Its Right Place (slowed instrumental),picture.,False
430,436,348,3,Sunday,_MVdDU75YK4,Mirror Temple (Mirror Magic Mix),Release - Topic,False
431,436,147,3,Sunday,Kb-PTIsdvXU,Arcade Fire Dimensions Slowed and Reverb.,GodSpeed,False
432,436,431,3,Sunday,WiYb-Ul6VRs,Arcade Fire - dimensions (Slowed) Her,isle of stars,False
433,436,418,3,Sunday,lnIOHXLdniM,medasin - magic (slowed + reverb with paulstretch),drown in fog,False
434,436,719,4,Sunday,WhvdYjmMCo8,flawed mangoes - swimming (slowed&reverb),ame 雨の中,False
435,436,224,4,Sunday,wnaWXx2uFcg,vacations - telephones (slowed + reverb),silvergaze,False
436,436,258,4,Sunday,O3no-kL6loY,"catching flies - satisfied (slowed + reverb, paul stretched)",drown in fog,False
437,436,433,4,Sunday,XU8rNrTnIUE,Emile Mosseri - Jacob and the Stone [𝙨𝙡𝙤𝙬𝙚𝙙 + 𝙧𝙚𝙫𝙚𝙧𝙗 + 𝙚𝙭𝙩𝙚𝙣𝙙𝙚𝙙],Hendo,False
438,436,313,4,Sunday,fLg1MlHcQqU,thenian - you left me on suicide sunday,dreamscape,False
439,436,155,4,Sunday,71WuhwaZT2Y,spaceouters - fireflies,dreamscape,False
440,436,300,4,Sunday,pTzyGMacu5k,vowl. - taiyla,dreamscape,False
441,436,209,4,Sunday,P2u4G9IccCw,tilekid - you not the same (slowed),dreamscape,False
442,436,160,4,Sunday,UVnsbRMJs84,~ on the level - mac demarco (s l o w e d + reverb) ~,_.juicebox._,False
443,436,285,4,Sunday,gR3nlpwRTRA,øneheart x reidenshi - snowfall (slowed),dreamscape,False
444,436,150,4,Sunday,WHfJfL_pwOc,"you look lonely, i can fix that...",dreamscape,False
445,436,226,4,Sunday,KiHR_FJZxq8,analog_mannequin - milk cassette x.mp3 (slowed & reverb version 1),analog mannequin,False
446,436,242,4,Sunday,MK5fPnK4ae4,Sparks by Coldplay but it's 1:45am and it's been years....,"just a sad dude, really",False
447,436,247,5,Sunday,6lBSU6I7va8,The Sound of Myself - Disasterpeace Extended Version,Erim Fortin,False
448,436,233,5,Sunday,RBaL7fo6vxU,alvedon - retire (final),dreamscape,False
449,436,214,5,Sunday,HXVgUQ8cmEQ,scravz - everything ends eventually,dreamscape,False
450,436,202,5,Sunday,9LDy0sZ0vX8,tiredminds - futile devices [slowed + reverb],tiredminds,False
451,436,20,5,Sunday,KZrvnPOu5oU,lonnex - losing (slowed + reverb),dreamscape,False
452,436,428,5,Sunday,1P5BSm_oFJg,Lofi Girl - Snowman (Music Video),Lofi Girl,False
453,436,4624,6,Sunday,ETkLGGxMEgU,nuages - closer (slowed down),dreamscape,False
454,436,286,6,Sunday,M4eQ1F3jBa8,1700,Lexcorp,False
455,436,13782,10,Sunday,1q4WTyAlIj4,Kanye West - Never see me again remastered and finished,Cawthorn productions,False
456,436,251,10,Sunday,IxVuT8cgccM,Drake - Champagne Poetry (Audio),DrakeVEVO,False
457,436,397,10,Sunday,w3bKYrs1TH4,LUCKI - Alternative Outro (Lyrics),𝐑֎𝐇,False
458,436,281,10,Sunday,Rq_uSfvfrJw,Mac Miller - Congratulations feat. Bilal (No Intro),J,False
459,436,8,10,Sunday,pviZE1pK5ao,Drake - Paris Morton Music,Drake,False
460,436,239,10,Sunday,oKr9gDBd0qQ,Drake - Bahamas Promises (Audio),DrakeVEVO,False
461,436,13459,14,Sunday,r4l9bFqgMaQ,Frank Ocean - Nights,Blonded,False
462,437,2296,15,Sunday,cuSvWlj2VHQ,OUTRO,LUCKI - Topic,False
463,437,305,15,Sunday,H2t9aZQ3YKI,3D Outro,LUCKI - Topic,False
464,437,13406,19,Sunday,q86g1aop6a8,Aphex Twin - Stone In Focus,Jack Assir,False
465,437,4,19,Sunday,lnIOHXLdniM,medasin - magic (slowed + reverb with paulstretch),drown in fog,False
466,437,718,19,Sunday,p0UTjSiXNp0,Quiet and Falling,Lena Raine - Topic,True
467,437,449,19,Sunday,8cQB1hlfDRk,Track 7,Lexcorp,False
468,437,115,19,Sunday,rVHnfYAACgA,Your Obituary,1791,False
469,437,156,19,Sunday,s1F7CVT0I7E,010 (edit),Lexcorp,False
470,437,91,19,Sunday,3wj2FT4qzsM,dream pad edit,Lexcorp,False
471,437,91,19,Sunday,uPp2n5cFC68,alvedon - retire (final) (slowed + reverb),drown in fog,False
472,437,439,19,Sunday,4BzWL4pHm78,American Palace,Lexcorp,False
473,437,160,19,Sunday,Pswx6OQp1Ks,Destroyer Of Worlds,Ludwig Göransson - Topic,True
474,437,3,19,Sunday,uAyob6tTAUM,Trinity | Oppenheimer OST,Original Soundtrack,False
475,437,475,19,Sunday,inQgO0a6rGE,Fission | Oppenheimer OST,Original Soundtrack,False
476,437,279,19,Sunday,UWOGg5nXiaI,Where we're going - Hans Zimmer - Interstellar - (Slowed+Reverb),Solipsism,False
477,437,230,19,Sunday,7_fFrSRJY_Y,Oppenheimer: The Ultimate Soundtrack Mashup,PixelChef,False
478,437,365,20,Sunday,h5wXvBJMLaQ,Anakin's Suite but it's even more depressing,Jsco Music,False
479,437,30,20,Sunday,D0meVJwBUl0,Alternative Outro,LUCKI - Topic,True
480,437,289,20,Sunday,DUO_uZ_qbss,Champagne Poetry,Drake - Topic,False
481,437,337,20,Sunday,_ANWTKznExU,The Sound of Myself,Disasterpeace - Topic,False
482,437,30,20,Sunday,g1QobinRyaA,False Prophets,J. Cole - Topic,False
483,437,456,20,Sunday,9-XbXBq8cl8,"Sing About Me, I'm Dying Of Thirst",Release - Topic,True
484,437,724,20,Sunday,gNbj8InBpKU,Too Deep for the Intro,J. Cole - Topic,False
485,437,226,20,Sunday,lUKGzvQj4bI,Pound Cake / Paris Morton Music 2,Release - Topic,False
486,437,433,20,Sunday,Ke_UYfv_FN8,Everyday Hustle,Future - Topic,True
487,437,226,20,Sunday,67vr-3kpX3Q,Alright,Kendrick Lamar - Topic,False
488,437,220,20,Sunday,cFaiszxHRsM,CALLIGRAPHY,Saba - Topic,True
489,437,184,20,Sunday,zhY_0DoQCQs,Do Not Disturb,Drake - Topic,True
490,437,284,20,Sunday,Zbnv6sSFksc,Apparently,J. Cole - Topic,False
491,437,293,21,Sunday,0nF69UTw99E,Money Trees,Kendrick Lamar - Topic,False
492,437,597,21,Sunday,NswMyMbEBrQ,Perfectionist,Russ - Topic,False
493,437,11,21,Sunday,b2AcxL88DoI,The Game - 100 ft. Drake (Official Music Video),TheGameVEVO,False
494,437,580,21,Sunday,EfGOqrXcm_Y,Drake - Club Paradise,Drake,False
495,437,285,21,Sunday,nhNqbe6QENY,"GoldLink - Crew (Official Video) ft. Brent Faiyaz, Shy Glizzy",GoldLinkVEVO,False
496,437,199,21,Sunday,eUUuI--jAlM,"Dreamville - Under The Sun ft. J. Cole, DaBaby, Lute (Official Music Video)",Dreamville,False
497,437,199,21,Sunday,b8m9zhNAgKs,Rae Sremmurd - Black Beatles ft. Gucci Mane (Official Video),RaeSremmurdVEVO,False
498,437,517,21,Sunday,DmWWqogr_r8,21 Savage - a lot (Official Video) ft. J. Cole,21SavageVEVO,False
499,437,462,21,Sunday,KLNPBGWtKg4,Saba - BROKEN GIRLS (Official Audio),Saba Pivot,False
500,437,9,21,Sunday,bHDWrnlIqfQ,Yeat - Poppin (Official Music Video),Lyrical Lemonade,False
501,437,120,21,Sunday,JQEr_8NrfTY,Lil Tecca - Show Me Up (Official Video),Lil Tecca,False
502,437,170,21,Sunday,OGZiV1AxS0I,SLAVE - UNOTHEACTIVIST (OFFICIAL AUDIO),UnoTheActivist,False
503,437,153,21,Sunday,bd5l5NtzoWc,Gët Busy [Official Music Video],Yeat,False
504,437,163,22,Sunday,8DB3V-pW75E,"Playboi Carti-"" 9 AM in Calabasas remix""(prod by Adrian)",Adrian,False
505,438,83054,21,Monday,uAyob6tTAUM,Trinity | Oppenheimer OST,Original Soundtrack,False
506,438,474,21,Monday,mnN8r63DN9k,Can You Hear The Music? - Oppenheimer (s l o w e d + r e v e r b),Joris Cin'echo,False
507,438,177,21,Monday,0KOZ3VbPB0k,"Purpose Is Glorious (From ""Loki: Season 2 - Vol. 2 (Episodes 4-6)""/Score/Audio Only)",MarvelMusicVEVO,False
508,438,597,21,Monday,iHzuygQd3do,Aphex Twin - #19 (Official Audio),Aphex Twin,False
509,438,614,21,Monday,YIxh0Kq33CU,"""Our time...has pretty much passed."" x Ethereal (Txmy)",badsun,False
510,438,78,21,Monday,uNCGM7FJ8wQ,Alpha,Daniel Rosenfeld - Topic,True
511,438,939,21,Monday,KOIEo_74L-Q,Aria Math,Daniel Rosenfeld - Topic,True
512,438,310,21,Monday,j_CSglLbGns,This Time Is Different,Lifeformed - Topic,True
513,440,152827,16,Wednesday,uNCGM7FJ8wQ,Alpha,Daniel Rosenfeld - Topic,True
514,440,603,16,Wednesday,FMJoOTOBcwE,Aerie,Lena Raine - Topic,True
515,440,297,16,Wednesday,_3ngiSxVCBs,Sweden,Daniel Rosenfeld - Topic,False
516,440,216,16,Wednesday,prEIh1r-4Og,losing,Lonnex - Topic,False
517,440,359,16,Wednesday,9ytiyD_QA2s,magic,Medasin - Topic,True
518,440,357,16,Wednesday,cp1MDuIsLxk,deep dreams,Insensible - Topic,False
519,440,692,17,Wednesday,b0d8sSmZqzs,Trinity,Ludwig Göransson - Topic,True
520,440,574,17,Wednesday,jNrJT6lL9J4,https://music.youtube.com/watch?v=jNrJT6lL9J4,,False
521,440,53,17,Wednesday,Dr--8eWCWe8,Dramamine (Slowed),Killswitch Memories - Topic,False
522,440,2,17,Wednesday,TaXlw0OmSOg,Bromeliad,Aaron Cherof - Topic,False
523,440,5,17,Wednesday,uAyob6tTAUM,Trinity | Oppenheimer OST,Original Soundtrack,False
524,440,474,17,Wednesday,2sHbd6tFUwI,Quantum Mechanics | Oppenheimer OST,Original Soundtrack,False
525,440,181,17,Wednesday,MVnSFj6XQZY,"Hereditary Soundtrack - ""Reborn"" - Colin Stetson",Milan Records USA,False
526,440,82,17,Wednesday,THhjjnsgFlE,Interstellar Main Theme - Extended Version 🎶 Gargantua 🎼| GIF | 4K Wonder Music @HansZimmer,Wonder Music,False
527,440,9025,20,Wednesday,ezAn-HMakEs,Para Machuchar Meu Coracao,Stan Getz - Topic,True
528,440,307,20,Wednesday,V0is-RpQHAg,"L'amore dice ciao Slow Take (From ""La Matriarca - The Libertine"")",Armando Trovajoli - Topic,False
529,440,258,20,Wednesday,pWI0Hi8q1II,Easy Lovers (Remastered),Piero Piccioni - Topic,False
530,440,230,20,Wednesday,zxgKO0mrtks,Sabiá,Antonio Carlos Jobim - Topic,True
531,440,199,20,Wednesday,oqHONL-LZ58,Desafinado,Stan Getz - Topic,False
532,440,256,20,Wednesday,kBbnPzFcty8,deep in it,berlioz - Topic,True
533,440,155,20,Wednesday,fI8eIOCerZw,Ebb Tide,Ben Flocks - Topic,False
534,440,186,20,Wednesday,QNBO7wIU3yI,Chove Chuva,Jorge Ben Jor - Topic,False
535,440,184,20,Wednesday,o030gnrObzo,Samba Cantina,Release - Topic,False
536,440,340,20,Wednesday,g2P_OupxkB8,Águas de Março,Antonio Carlos Jobim - Topic,False
537,440,216,20,Wednesday,38CRu1rCaKg,Caravan,John Wasson - Topic,False
538,440,555,20,Wednesday,_ZRJrAHprBM,I Fall In Love Too Easily,Chet Baker - Topic,False
539,440,120,20,Wednesday,gJ9SvXXgnE0,I Still Can't Sleep / The Cannot Touch Her (Betsy's Theme),Bernard Herrmann - Topic,False
540,440,275,20,Wednesday,tlp8iY4g--4,Chega De Saudade,Antonio Carlos Jobim - Topic,False
541,440,233,21,Wednesday,o-Tvw6PniEU,Dedicada a ela,Arthur Verocai - Topic,False
542,440,214,21,Wednesday,JiP7jKdAhD0,In A Sentimental Mood,Duke Ellington - Topic,False
543,440,255,21,Wednesday,cE2fuGmVv1Q,Moonlight Serenade,Beegie Adair - Topic,False
544,440,216,21,Wednesday,JGqzKmp_5Bg,Wave,Antonio Carlos Jobim - Topic,False
545,440,177,21,Wednesday,iznw-YkikLo,Blue In Green,Lee Davis - Topic,False
546,440,242,21,Wednesday,GkYcFV7qkyk,Preciso Me Encontrar,Cartola - Topic,False
547,440,49,21,Wednesday,3t3UnFSe8zI,Trippie Redd x Playboi Carti - Miss The Rage [Extended + Reverse Intro] (slowed + 639Hz + reverb),eternal!,False
548,441,75207,18,Thursday,3wj2FT4qzsM,dream pad edit,Lexcorp,False
549,441,91,18,Thursday,4BzWL4pHm78,American Palace,Lexcorp,False
550,441,127,18,Thursday,M4eQ1F3jBa8,1700,Lexcorp,False
551,441,125,18,Thursday,D0vWiR9RD6w,Track 6,Lexcorp,False
552,441,160,18,Thursday,8cQB1hlfDRk,Track 7,Lexcorp,False
553,441,115,18,Thursday,eERxMmksUDY,Track 8,Lexcorp,False
554,441,124,18,Thursday,3tJ_PV_9ETo,Track 10,Lexcorp,False
555,441,122,18,Thursday,rVHnfYAACgA,Your Obituary,1791,False
556,441,1810,18,Thursday,q86g1aop6a8,Aphex Twin - Stone In Focus,Jack Assir,False
557,441,23380,1,Friday,s1F7CVT0I7E,010 (edit),Lexcorp,False
558,442,56008,17,Friday,9Rc5BzgKQmg,Brutal Honesty,Glokk40Spaz - Topic,False
559,442,855,17,Friday,_uGvzDKgHpo,Bad Man,Glokk40Spaz - Topic,True
560,445,254369,15,Monday,s1F7CVT0I7E,010 (edit),Lexcorp,False
561,445,893,16,Monday,D0vWiR9RD6w,Track 6,Lexcorp,False
562,445,160,16,Monday,lnIOHXLdniM,medasin - magic (slowed + reverb with paulstretch),drown in fog,False
563,445,718,16,Monday,Nsv07AuY9k0,Radiohead - Everything In Its Right Place (slowed instrumental),picture.,False
564,445,347,16,Monday,p0UTjSiXNp0,Quiet and Falling,Lena Raine - Topic,True
565,445,448,16,Monday,8cQB1hlfDRk,Track 7,Lexcorp,False
566,445,1739,17,Monday,rVHnfYAACgA,Your Obituary,1791,False
567,445,156,17,Monday,3tJ_PV_9ETo,Track 10,Lexcorp,False
568,445,122,17,Monday,M4eQ1F3jBa8,1700,Lexcorp,False
569,445,125,17,Monday,uPp2n5cFC68,alvedon - retire (final) (slowed + reverb),drown in fog,False
570,445,650,17,Monday,EPMSImeIeNY,#19,Aphex Twin - Topic,False
571,445,615,17,Monday,4BzWL4pHm78,American Palace,Lexcorp,False
572,445,128,17,Monday,3wj2FT4qzsM,dream pad edit,Lexcorp,False
573,446,83541,16,Tuesday,D0vWiR9RD6w,Track 6,Lexcorp,False
574,446,160,16,Tuesday,8cQB1hlfDRk,Track 7,Lexcorp,False
575,446,115,16,Tuesday,eERxMmksUDY,Track 8,Lexcorp,False
576,446,123,16,Tuesday,3tJ_PV_9ETo,Track 10,Lexcorp,False
577,446,122,16,Tuesday,rVHnfYAACgA,Your Obituary,1791,False
578,446,597,17,Tuesday,q86g1aop6a8,Aphex Twin - Stone In Focus,Jack Assir,False
579,446,611,17,Tuesday,p0UTjSiXNp0,Quiet and Falling,Lena Raine - Topic,True
